 	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	IntDen	Median	Skew	Kurt	%Area	RawIntDen	Slice	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	342.744	150	12.702	139	139	161	152.735	20.828	152.735	20.658	65.455	138.850	9.257	27.770	18.513	25.307	17.244	0	1	29.272	51411.527	161	0	-2	100	600	1	138.850	18.513	161.565	18.513	1.468	0.681	0.800
2	171.372	133	0	133	133	133	402.665	18.513	402.665	18.513	44.695	398.037	9.257	9.257	18.513	20.890	10.445	90	1	20.699	22792.443	133	NaN	NaN	100	266	1	398.037	9.257	116.565	9.257	2	0.500	1
3	171.372	136	0	136	136	136	735.905	18.513	735.905	18.513	44.695	731.277	9.257	9.257	18.513	20.890	10.445	90	1	20.699	23306.559	136	NaN	NaN	100	272	1	731.277	9.257	116.565	9.257	2	0.500	1
4	2056.461	157.667	14.352	151	131	190	1183.311	36.641	1183.652	36.528	246.481	1147.827	9.257	83.310	55.540	73.226	35.758	29.925	0.425	91.168	324235.362	162	-0.180	-0.059	100	3784	1	1147.827	55.540	23.962	50.032	2.048	0.488	0.623
5	428.429	164	15.652	147	147	177	1855.962	23.142	1856.300	23.424	78.545	1842.077	9.257	27.770	27.770	23.356	23.356	0	0.873	29.272	70262.420	172	-0.359	-1.812	100	820	1	1851.333	9.257	108.435	26.182	1	1.000	0.714
6	1199.602	168.500	28.519	136	136	209	2501.945	26.448	2502.590	25.888	117.818	2480.787	9.257	46.283	37.027	43.934	34.765	24.358	1	49.849	202132.986	175	0.254	-1.578	100	2359	1	2480.787	37.027	21.801	37.027	1.264	0.791	0.848
7	257.058	149.333	4.619	152	144	152	2954.419	20.056	2954.530	20.001	52.364	2943.620	9.257	18.513	18.513	21.889	14.953	45.000	1	26.182	38387.273	152	-0.707	-1.500	100	448	1	2943.620	27.770	45	18.513	1.464	0.683	0.857
8	428.429	158.600	22.007	135	135	178	2994.532	23.142	2994.158	22.640	78.545	2980.647	9.257	27.770	27.770	23.356	23.356	0	0.873	29.272	67948.901	167	-0.291	-1.789	100	793	1	2989.903	9.257	108.435	26.182	1	1.000	0.714
9	5055.467	156.492	18.010	169	131	197	3390.215	68.484	3388.355	68.491	464.534	3323.143	9.257	157.363	101.823	116.226	55.382	162.000	0.294	158.449	791137.710	155	0.440	-0.814	100	9233	1	3323.143	46.283	173.290	91.743	2.099	0.476	0.486
10	599.801	146.857	7.493	152	131	152	3448.108	23.142	3448.009	22.926	78.545	3434.223	9.257	27.770	27.770	34.916	21.872	135.000	1	39.273	88085.082	148	-1.533	1.031	100	1028	1	3434.223	9.257	135	26.182	1.596	0.626	0.875
11	428.429	155.200	21.241	177	130	177	4531.138	23.142	4531.568	23.392	78.545	4517.253	9.257	27.770	27.770	23.356	23.356	0	0.873	29.272	66492.241	151	0.052	-1.625	100	776	1	4526.510	9.257	108.435	26.182	1	1.000	0.714
12	1542.346	137.111	4.391	133	133	143	5249.044	33.941	5248.958	33.839	188.695	5211.503	9.257	74.053	55.540	83.817	23.429	147.686	0.544	87.327	211472.746	136	0.309	-1.735	100	2468	1	5211.503	9.257	147.995	33.486	3.577	0.280	0.679
13	1542.346	152.833	12.229	149	137	175	5364.238	24.684	5364.188	24.552	238.813	5313.327	9.257	92.567	27.770	93.127	21.087	4.077	0.340	96.642	235721.850	152	0.330	-0.875	100	2751	1	5313.327	37.027	16.699	27.770	4.416	0.226	0.655
