 	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	IntDen	Median	Skew	Kurt	%Area	RawIntDen	Slice	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	1370.974	150.250	0.500	150	150	151	351.753	37.027	351.769	37.042	104.727	333.240	18.513	37.027	37.027	41.780	41.780	0	1	52.364	205988.850	150	1.155	-0.667	100	601	1	333.240	18.513	135	37.027	1	1.000	1
2	1370.974	162	6.928	156	156	168	1758.767	46.283	1758.767	46.283	141.754	1740.253	18.513	37.027	55.540	59.546	29.315	121.717	0.857	66.751	222097.795	168	0	-2	100	648	1	1740.253	18.513	123.690	37.027	2.031	0.492	0.800
3	2399.205	157.714	6.726	164	149	164	2109.198	51.573	2109.648	52.035	183.273	2073.493	18.513	74.053	55.540	71.378	42.797	149.036	0.898	82.794	378388.836	157	-0.343	-1.459	100	1104	1	2073.493	37.027	153.435	52.364	1.668	0.600	0.778
4	342.744	153	0	153	153	153	3138.010	27.770	3138.010	27.770	52.364	3128.753	18.513	18.513	18.513	20.890	20.890	0	1	26.182	52439.757	153	NaN	NaN	100	153	1	3128.753	18.513	135	18.513	1	1.000	1
5	4798.409	159.643	7.164	164	150	168	5256.464	46.283	5256.449	45.877	272.663	5202.247	18.513	111.080	55.540	118.572	51.526	167.279	0.811	124.191	766031.747	164	-0.283	-1.620	100	2235	1	5202.247	18.513	153.435	55.540	2.301	0.435	0.848
6	1370.974	149	0	149	149	149	7127.633	37.027	7127.633	37.027	104.727	7109.120	18.513	37.027	37.027	41.780	41.780	0	1	52.364	204275.133	149	NaN	NaN	100	596	1	7109.120	18.513	135	37.027	1	1.000	1
7	342.744	156	0	156	156	156	8321.743	27.770	8321.743	27.770	52.364	8312.487	18.513	18.513	18.513	20.890	20.890	0	1	26.182	53467.988	156	NaN	NaN	100	156	1	8312.487	18.513	135	18.513	1	1.000	1
8	13024.253	167.605	10.894	178	149	187	10642.244	133.491	10641.796	134.205	634.716	10589.627	18.513	129.593	203.647	183.127	90.555	102.643	0.406	231.971	2182933.422	170	-0.225	-1.000	100	6369	1	10589.627	18.513	118.610	129.593	2.022	0.494	0.628
9	685.487	151	5.657	147	147	155	14329.320	27.770	14329.565	27.770	78.545	14310.807	18.513	37.027	18.513	41.780	20.890	0	1	41.397	103508.540	155	0	-2	100	302	1	14310.807	18.513	153.435	18.513	2	0.500	1
10	342.744	162	0	162	162	162	14912.490	27.770	14912.490	27.770	52.364	14903.233	18.513	18.513	18.513	20.890	20.890	0	1	26.182	55524.449	162	NaN	NaN	100	162	1	14903.233	18.513	135	18.513	1	1.000	1
11	342.744	149	0	149	149	149	17097.063	27.770	17097.063	27.770	52.364	17087.807	18.513	18.513	18.513	20.890	20.890	0	1	26.182	51068.783	149	NaN	NaN	100	149	1	17087.807	18.513	135	18.513	1	1.000	1
12	685.487	149	0	149	149	149	499.860	46.283	499.860	46.283	78.545	481.347	37.027	37.027	18.513	41.780	20.890	0	1	41.397	102137.566	149	NaN	NaN	100	298	1	481.347	37.027	153.435	18.513	2	0.500	1
13	3084.692	155.444	8.187	152	147	168	1315.475	66.854	1315.830	66.742	194.118	1277.420	37.027	74.053	55.540	84.481	46.490	26.565	1	92.567	479498.172	152	0.667	-1.079	100	1399	1	1277.420	92.567	36.870	55.540	1.817	0.550	0.857
14	4798.409	162.143	11.224	150	147	183	1900.261	84.632	1900.708	84.003	351.208	1851.333	37.027	111.080	92.567	109.458	55.816	37.389	0.489	133.502	778027.770	161	0.410	-0.875	100	2270	1	1851.333	111.080	33.690	78.545	1.961	0.510	0.667
15	3770.179	159.364	8.453	148	148	179	3045.443	69.846	3045.792	69.380	305.198	2999.160	37.027	74.053	92.567	89.876	53.411	123.088	0.509	118.543	600829.375	160	0.795	0.945	100	1753	1	2999.160	37.027	128.660	74.053	1.683	0.594	0.733
