 	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	IntDen	Median	Skew	Kurt	%Area	RawIntDen	Slice	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	171.372	161	0	161	161	161	152.735	18.513	152.735	18.513	44.695	148.107	9.257	9.257	18.513	20.890	10.445	90	1	20.699	27590.853	161	NaN	NaN	100	322	1	148.107	9.257	116.565	9.257	2	0.500	1
2	2313.519	161.481	16.860	167	140	204	665.280	40.626	665.556	40.044	212.631	638.710	9.257	55.540	74.053	76.957	38.277	70.204	0.643	82.794	373590.427	161	0.944	0.778	100	4360	1	647.967	83.310	63.435	50.232	2.011	0.497	0.740
3	771.173	150.556	5.318	151	143	158	859.327	29.313	859.418	29.167	104.727	842.357	9.257	37.027	37.027	43.361	22.645	45.000	0.884	46.283	116104.364	151	-0.033	-0.773	100	1355	1	842.357	46.283	36.870	26.182	1.915	0.522	0.783
4	1113.916	162.154	10.915	156	144	179	1077.690	26.702	1078.292	26.650	149.422	1046.003	9.257	55.540	37.027	52.541	26.994	164.114	0.627	62.096	180625.830	159	0.270	-1.029	100	2108	1	1046.003	9.257	153.435	37.027	1.946	0.514	0.650
5	1713.718	162.550	9.918	151	151	190	1186.705	34.250	1186.512	34.551	225.722	1157.083	9.257	74.053	55.540	66.356	32.883	29.852	0.423	82.794	278564.789	162	0.945	0.955	100	3251	1	1157.083	55.540	26.565	50.032	2.018	0.496	0.571
6	428.429	164	15.652	147	147	177	1855.962	23.142	1856.300	23.424	78.545	1842.077	9.257	27.770	27.770	23.356	23.356	0	0.873	29.272	70262.420	172	-0.359	-1.812	100	820	1	1851.333	9.257	108.435	26.182	1	1.000	0.714
7	1028.231	173.917	27.151	150	141	209	2503.928	24.684	2504.226	24.437	117.818	2480.787	9.257	46.283	37.027	39.402	33.227	0	0.931	47.200	178826.427	175	0.041	-1.632	100	2087	1	2480.787	18.513	168.690	37.027	1.186	0.843	0.800
8	257.058	149.333	4.619	152	144	152	2954.419	20.056	2954.530	20.001	52.364	2943.620	9.257	18.513	18.513	21.889	14.953	45.000	1	26.182	38387.273	152	-0.707	-1.500	100	448	1	2943.620	27.770	45	18.513	1.464	0.683	0.857
9	257.058	174.333	6.351	178	167	178	2991.446	20.056	2991.576	19.991	52.364	2980.647	9.257	18.513	18.513	21.889	14.953	45.000	1	26.182	44813.714	178	-0.707	-1.500	100	523	1	2980.647	27.770	45	18.513	1.464	0.683	0.857
10	514.115	149.500	2.950	152	145	152	3448.108	21.599	3447.995	21.542	78.545	3434.223	9.257	27.770	27.770	34.412	19.022	143.130	1	39.273	76860.232	152	-0.435	-1.296	100	897	1	3434.223	9.257	135	24.852	1.809	0.553	0.800
11	171.372	143	0	143	143	143	5216.132	18.513	5216.132	18.513	44.695	5211.503	9.257	9.257	18.513	20.890	10.445	90	1	20.699	24506.161	143	NaN	NaN	100	286	1	5211.503	9.257	116.565	9.257	2	0.500	1
12	856.859	158.600	10.543	149	149	175	5378.123	23.142	5377.703	23.083	144.000	5350.353	9.257	55.540	27.770	50.936	21.419	0	0.519	56.306	135897.802	162	0.520	-1.187	100	1586	1	5350.353	18.513	170.538	27.770	2.378	0.421	0.625
13	428.429	151.600	5.079	147	147	157	5641.938	26.844	5641.938	26.817	83.968	5628.053	9.257	27.770	27.770	25.833	21.116	90.000	0.764	33.375	64949.895	150	0.248	-1.778	100	758	1	5637.310	9.257	123.690	27.770	1.223	0.817	0.714
14	257.058	160.667	5.774	164	154	164	6246.707	20.056	6246.579	19.992	52.364	6238.993	9.257	18.513	18.513	21.889	14.953	135.000	1	26.182	41300.593	164	-0.707	-1.500	100	482	1	6238.993	9.257	135	18.513	1.464	0.683	0.857
15	257.058	146	0	146	146	146	6413.327	16.971	6413.327	16.971	52.364	6405.613	9.257	18.513	18.513	21.889	14.953	45.000	1	26.182	37530.414	146	NaN	NaN	100	438	1	6405.613	27.770	45	18.513	1.464	0.683	0.857
16	599.801	145.857	4.880	143	143	153	6598.020	27.109	6597.968	26.940	97.059	6581.490	9.257	27.770	37.027	35.689	21.398	120.964	0.800	41.397	87485.281	143	0.949	-1.100	100	1021	1	6590.747	9.257	116.565	26.182	1.668	0.600	0.778
17	171.372	142	0	142	142	142	6738.853	13.885	6738.853	13.885	39.273	6729.597	9.257	18.513	9.257	20.890	10.445	0	1	20.699	24334.789	142	NaN	NaN	100	284	1	6729.597	9.257	153.435	9.257	2	0.500	1
18	428.429	181.600	10.502	190	165	190	6910.102	23.142	6910.173	22.887	78.545	6896.217	9.257	27.770	27.770	23.356	23.356	0	0.873	29.272	77802.777	185	-0.819	-0.786	100	908	1	6905.473	9.257	108.435	26.182	1	1.000	0.714
19	771.173	153.444	10.187	149	145	171	7163.117	24.170	7163.189	24.207	91.636	7146.147	9.257	37.027	27.770	36.277	27.067	20.301	1	41.397	118332.197	149	1.169	-0.370	100	1381	1	7146.147	37.027	26.565	27.770	1.340	0.746	0.857
20	1456.660	171.882	19.173	189	142	193	7315.761	25.864	7316.074	25.340	154.845	7284.997	9.257	64.797	37.027	60.941	30.434	19.971	0.763	67.390	250374.135	181	-0.469	-1.414	100	2922	1	7284.997	37.027	15.945	37.027	2.002	0.499	0.810
21	856.859	154.600	11.806	148	144	176	7492.346	20.365	7492.918	20.405	110.150	7470.130	9.257	46.283	27.770	47.191	23.119	168.563	0.887	49.849	132470.367	148	1.209	-0.194	100	1546	1	7470.130	9.257	158.199	27.770	2.041	0.490	0.800
22	942.545	177.273	24.233	188	140	205	7788.643	21.459	7787.686	21.362	110.150	7766.343	9.257	46.283	27.770	46.117	26.023	166.717	0.976	49.849	167087.462	188	-0.865	-0.977	100	1950	1	7766.343	9.257	158.199	27.770	1.772	0.564	0.846
23	2570.576	172.367	19.861	151	140	212	7915.376	29.004	7914.512	28.662	204.962	7877.423	9.257	83.310	46.283	85.114	38.454	20.214	0.769	91.168	443081.674	170	0.441	-0.648	100	5171	1	7877.423	46.283	23.962	46.283	2.213	0.452	0.857
24	428.429	181.200	20.413	181	148	198	8678.125	23.142	8678.636	23.142	78.545	8664.240	9.257	27.770	27.770	23.356	23.356	0	0.873	29.272	77631.405	181	-0.891	-0.527	100	906	1	8673.497	9.257	108.435	26.182	1	1.000	0.714
25	342.744	173.250	7.632	176	162	179	8759.121	23.142	8759.084	22.955	70.877	8747.550	9.257	18.513	27.770	25.307	17.244	90.000	0.857	29.272	59380.313	176	-1.032	-0.744	100	693	1	8756.807	9.257	108.435	18.513	1.468	0.681	0.800
26	428.429	157.200	13.882	142	142	168	911.782	32.398	912.076	32.104	78.545	897.897	18.513	27.770	27.770	23.356	23.356	0	0.873	29.272	67349.100	167	-0.406	-1.832	100	786	1	907.153	18.513	108.435	26.182	1	1.000	0.714
27	171.372	144	0	144	144	144	2318.795	27.770	2318.795	27.770	44.695	2314.167	18.513	9.257	18.513	20.890	10.445	90	1	20.699	24677.533	144	NaN	NaN	100	288	1	2314.167	18.513	116.565	9.257	2	0.500	1
28	514.115	150.333	7.285	141	141	156	2431.418	33.941	2431.609	33.845	78.545	2415.990	18.513	27.770	27.770	29.070	22.518	135.000	1	33.375	77288.662	154	-0.659	-1.500	100	902	1	2425.247	18.513	123.690	26.182	1.291	0.775	0.800
29	856.859	168.500	14.954	151	151	190	3151.895	37.027	3151.824	36.788	97.059	3138.010	18.513	27.770	37.027	41.138	26.520	63.435	1	46.283	144380.704	171	0.174	-1.305	100	1685	1	3138.010	55.540	53.130	27.770	1.551	0.645	0.909
30	342.744	161	21.939	142	142	180	3207.435	30.084	3207.435	29.811	65.455	3193.550	18.513	27.770	18.513	25.307	17.244	0	1	29.272	55181.705	180	0	-2	100	644	1	3193.550	27.770	161.565	18.513	1.468	0.681	0.800
31	3684.493	163.953	15.294	169	140	197	3379.437	69.425	3378.706	69.361	362.053	3323.143	18.513	120.337	92.567	109.938	42.672	148.075	0.353	132.535	604085.438	163	0.329	-0.666	100	7050	1	3323.143	46.283	155.225	69.361	2.576	0.388	0.538
32	257.058	157.333	4.619	160	152	160	3525.247	26.227	3525.300	26.123	52.364	3517.533	18.513	18.513	18.513	21.889	14.953	45.000	1	26.182	40443.734	160	-0.707	-1.500	100	472	1	3517.533	37.027	45	18.513	1.464	0.683	0.857
33	171.372	154	0	154	154	154	3651.755	27.770	3651.755	27.770	44.695	3647.127	18.513	9.257	18.513	20.890	10.445	90	1	20.699	26391.250	154	NaN	NaN	100	308	1	3647.127	18.513	116.565	9.257	2	0.500	1
34	599.801	168.857	20.732	149	149	191	3692.749	29.754	3692.979	29.634	91.636	3674.897	18.513	37.027	27.770	35.689	21.398	30.964	0.898	41.397	101280.708	160	0.202	-1.865	100	1182	1	3674.897	37.027	26.565	26.182	1.668	0.600	0.778
