 	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	IntDen	Median	Skew	Kurt	%Area	RawIntDen	Slice	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	771.173	174.667	9.708	174	162	193	2401.076	29.313	2400.998	29.425	97.059	2388.220	9.257	27.770	37.027	36.277	27.067	69.699	1	41.397	134698.200	174	0.758	-0.340	100	1572	1	2388.220	46.283	63.435	27.770	1.340	0.746	0.857
2	2399.205	177.143	11.965	162	159	195	3079.825	55.871	3079.788	55.219	270.417	3054.700	9.257	46.283	92.567	88.539	34.502	94.003	0.412	96.642	425001.954	173	0.206	-1.369	100	4960	1	3063.957	9.257	106.699	46.283	2.566	0.390	0.622
3	685.487	172.250	8.956	174	157	182	3301.159	26.613	3301.110	26.729	102.481	3286.117	9.257	37.027	27.770	39.270	22.225	156.801	0.820	46.283	118075.140	174	-0.658	-0.762	100	1378	1	3286.117	9.257	143.130	27.770	1.767	0.566	0.842
4	3256.063	174.842	12.454	183	157	201	3447.134	63.579	3447.243	63.965	288.930	3415.710	9.257	64.797	101.823	80.913	51.237	75.020	0.490	102.243	569296.972	177	0.187	-0.853	100	6644	1	3434.223	9.257	95.194	64.797	1.579	0.633	0.673
5	2741.948	172.406	10.229	167	157	195	5018.849	70.871	5018.807	71.435	328.203	4989.343	9.257	55.540	129.593	118.841	29.377	72.080	0.320	132.535	472728.988	172	0.766	-0.157	100	5517	1	4998.600	138.850	77.905	46.209	4.045	0.247	0.582
6	685.487	161.250	3.536	160	160	170	5135.136	23.142	5134.974	23.070	110.150	5109.680	9.257	46.283	27.770	51.014	17.109	156.891	0.710	53.975	110534.782	160	2.268	3.143	100	1290	1	5109.680	9.257	149.036	23.431	2.982	0.335	0.727
7	1456.660	178.529	13.798	192	163	195	6464.693	38.932	6464.705	38.331	186.449	6442.640	9.257	46.283	74.053	75.141	24.683	120.922	0.527	87.327	260056.639	171	0.091	-1.834	100	3035	1	6442.640	9.257	122.005	34.740	3.044	0.328	0.708
8	171.372	177	0	177	177	177	7021.182	18.513	7021.182	18.513	44.695	7016.553	9.257	9.257	18.513	20.890	10.445	90	1	20.699	30332.801	177	NaN	NaN	100	354	1	7016.553	9.257	116.565	9.257	2	0.500	1
9	771.173	165.778	4.577	163	161	173	7062.322	34.455	7062.340	34.309	107.904	7053.580	9.257	18.513	46.283	48.402	20.286	94.731	0.832	49.849	127843.330	163	0.733	-0.965	100	1492	1	7053.580	9.257	111.801	18.513	2.386	0.419	0.947
10	428.429	161.400	3.782	165	157	165	7787.634	19.439	7787.581	19.471	65.455	7775.600	9.257	27.770	18.513	29.106	18.742	161.565	1	33.375	69148.503	162	-0.160	-1.709	100	807	1	7775.600	9.257	146.310	18.513	1.553	0.644	0.909
11	1799.403	181.952	14.221	170	158	211	9364.441	39.451	9363.857	38.818	181.027	9330.720	9.257	64.797	55.540	75.780	30.233	142.460	0.690	79.629	327405.739	178	0.636	-0.318	100	3821	1	9330.720	18.513	144.462	40.776	2.507	0.399	0.712
12	1885.089	183.227	15.256	163	159	204	279.804	49.649	280.007	49.536	160.267	259.187	18.513	46.283	55.540	60.466	39.695	115.958	0.922	66.751	345399.773	186	-0.038	-1.412	100	4031	1	268.443	18.513	123.690	45.551	1.523	0.656	0.880
13	771.173	169.667	7.089	164	162	182	943.666	33.427	943.813	33.508	91.636	925.667	18.513	37.027	27.770	42.241	23.245	153.435	1	46.283	130842.335	169	0.568	-1.096	100	1527	1	925.667	18.513	143.130	27.770	1.817	0.550	0.857
14	4112.922	176.083	13.046	171	158	204	1418.391	78.875	1418.755	78.740	320.534	1388.500	18.513	64.797	129.593	118.130	44.330	89.600	0.503	132.535	724217.039	171	0.385	-0.969	100	8452	1	1397.757	18.513	102.095	62.724	2.665	0.375	0.711
15	9853.876	179.243	14.599	171	157	208	2138.813	101.944	2138.418	101.564	614.887	2036.467	18.513	203.647	148.107	179.962	69.717	154.341	0.328	220.028	1766242.999	177	0.470	-0.852	100	20613	1	2036.467	18.513	157.751	105.406	2.581	0.387	0.590
16	856.859	165.600	8.329	158	158	182	2189.202	37.027	2189.040	37.133	97.059	2175.317	18.513	27.770	37.027	41.138	26.520	116.565	1	46.283	141895.814	163	0.962	-0.456	100	1656	1	2175.317	18.513	126.870	27.770	1.551	0.645	0.909
17	1799.403	169.857	7.115	173	158	184	2310.861	49.589	2310.885	49.853	160.267	2286.397	18.513	46.283	55.540	61.229	37.418	59.822	0.880	66.751	305641.526	172	0.189	-0.274	100	3567	1	2286.397	74.053	56.310	45.551	1.636	0.611	0.824
18	2313.519	183.593	11.901	182	160	201	2825.512	55.369	2825.499	55.184	218.053	2795.513	18.513	55.540	83.310	94.168	31.281	119.828	0.611	100.126	424744.896	182	-0.345	-0.888	100	4957	1	2795.513	18.513	123.690	37.314	3.010	0.332	0.818
19	1970.775	180.478	12.926	173	157	197	3175.640	39.240	3175.049	39.026	194.118	3138.010	18.513	74.053	46.283	82.769	30.317	157.925	0.657	87.327	355682.079	186	-0.396	-0.960	100	4151	1	3138.010	18.513	147.995	40.430	2.730	0.366	0.767
20	171.372	158	0	158	158	158	4026.650	23.142	4026.650	23.142	39.273	4017.393	18.513	18.513	9.257	20.890	10.445	0	1	20.699	27076.737	158	NaN	NaN	100	316	1	4017.393	18.513	153.435	9.257	2	0.500	1
21	514.115	182.833	11.035	170	170	194	4475.598	27.770	4475.843	27.800	70.877	4461.713	18.513	27.770	18.513	31.335	20.890	0	1	33.375	93997.408	188	-0.214	-1.607	100	1097	1	4461.713	18.513	146.310	18.513	1.500	0.667	1
22	1028.231	167.500	5.977	164	159	177	4829.666	36.255	4829.668	36.423	154.845	4804.210	18.513	55.540	46.283	52.158	25.100	37.785	0.539	62.096	172228.614	166	0.540	-0.983	100	2010	1	4804.210	55.540	26.565	37.069	2.078	0.481	0.585
23	1456.660	181.706	11.061	172	169	201	5386.563	42.744	5386.396	42.827	128.663	5368.867	18.513	37.027	46.283	48.402	38.318	74.828	1	53.975	264683.676	181	0.341	-1.413	100	3089	1	5368.867	64.797	59.036	37.027	1.263	0.792	0.919
24	1456.660	178.412	10.875	189	157	194	5449.726	49.823	5449.706	49.666	154.845	5424.407	18.513	46.283	55.540	59.647	31.094	124.454	0.763	66.751	259885.267	177	-0.103	-0.995	100	3033	1	5433.663	18.513	123.690	38.551	1.918	0.521	0.791
