 	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	IntDen	Median	Skew	Kurt	%Area	RawIntDen	Slice	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	9853.876	110.174	14.839	108	92	145	403.953	92.768	403.487	93.518	721.860	333.240	9.257	157.363	148.107	127.972	98.040	135.215	0.238	161.926	1085640.071	107	0.700	-0.830	100	12670	1	351.753	27.770	149.036	125.934	1.305	0.766	0.612
2	5655.268	111.091	15.123	102	92	164	1353.577	75.175	1353.399	75.982	509.230	1286.677	9.257	129.593	111.080	93.144	77.305	153.973	0.274	140.993	628248.856	107	1.409	2.462	100	7332	1	1286.677	55.540	156.801	108.343	1.205	0.830	0.562
3	1199.602	110.357	9.170	121	96	121	2099.941	33.060	2099.864	33.279	130.909	2073.493	9.257	46.283	46.283	55.172	27.684	137.583	0.880	59.272	132384.681	110	-0.060	-1.535	100	1545	1	2082.750	9.257	128.660	32.727	1.993	0.502	0.800
4	3684.493	121.860	22.918	108	92	172	4233.203	47.037	4233.213	47.435	341.294	4165.500	9.257	138.850	74.053	137.065	34.226	25.218	0.397	146.361	448994.000	114	0.272	-1.283	100	5240	1	4165.500	74.053	18.435	52.651	4.005	0.250	0.623
5	3598.807	112.929	15.519	118	92	144	5952.477	55.760	5952.697	55.951	348.962	5915.010	9.257	92.567	111.080	120.856	37.914	56.853	0.371	133.502	406408.118	118	0.214	-1.014	100	4743	1	5924.267	120.337	56.310	57.530	3.188	0.314	0.618
6	2399.205	127.179	23.115	99	97	160	6988.783	36.365	6988.501	36.376	199.540	6951.757	9.257	74.053	55.540	81.520	37.472	27.434	0.757	87.327	305127.411	134	-0.033	-1.612	100	3561	1	6951.757	64.797	32.005	43.925	2.175	0.460	0.812
7	2142.147	111.080	10.708	114	97	136	8899.915	34.250	8900.492	33.878	207.208	8858.630	9.257	83.310	46.283	79.339	34.378	16.906	0.627	85.342	237949.683	109	0.902	0.351	100	2777	1	8858.630	37.027	12.529	43.665	2.308	0.433	0.725
8	1970.775	127.435	20.655	150	100	157	1041.777	40.045	1042.585	39.242	173.358	1018.233	18.513	55.540	55.540	64.328	39.007	41.753	0.824	72.297	251145.308	123	0.117	-1.506	100	2931	1	1018.233	64.797	39.806	45.818	1.649	0.606	0.852
9	257.058	96.667	0.577	97	96	97	1636.887	26.227	1636.898	26.206	52.364	1629.173	18.513	18.513	18.513	21.889	14.953	45.000	1	26.182	24848.905	97	-0.707	-1.500	100	290	1	1629.173	37.027	45	18.513	1.464	0.683	0.857
10	4541.352	113.906	14.790	97	93	147	3067.886	59.994	3068.265	59.920	362.053	3017.673	18.513	120.337	83.310	117.912	49.039	22.799	0.435	141.297	517285.644	110	0.524	-0.629	100	6037	1	3017.673	101.823	31.608	69.032	2.404	0.416	0.662
11	514.115	115.167	10.088	108	103	126	3650.212	33.941	3650.214	34.019	78.545	3637.870	18.513	27.770	27.770	29.070	22.518	45.000	1	33.375	59208.942	120	0.025	-1.719	100	691	1	3637.870	46.283	33.690	26.182	1.291	0.775	0.800
12	342.744	103.750	5.852	107	95	107	3952.597	27.770	3952.474	27.915	52.364	3943.340	18.513	18.513	18.513	20.890	20.890	0	1	26.182	35559.639	107	-1.133	-0.685	100	415	1	3943.340	18.513	135	18.513	1	1.000	1
13	1456.660	128.941	21.661	116	94	156	4399.367	42.744	4399.560	42.322	136.331	4378.403	18.513	46.283	46.283	54.488	34.038	50.767	0.985	59.272	187823.444	131	-0.054	-1.461	100	2192	1	4378.403	64.797	38.660	39.273	1.601	0.625	0.850
14	1542.346	116.389	9.438	112	105	136	4650.961	45.769	4651.166	45.353	170.182	4619.077	18.513	64.797	55.540	75.139	26.135	44.072	0.669	79.629	179511.914	113	1.012	0.017	100	2095	1	4619.077	74.053	35.538	32.727	2.875	0.348	0.720
15	5055.467	116.576	15.387	119	92	148	5636.761	56.246	5636.173	56.611	436.107	5544.743	18.513	175.877	74.053	171.025	37.637	16.661	0.334	184.438	589347.467	116	0.210	-0.935	100	6878	1	5544.743	83.310	17.526	55.674	4.544	0.220	0.656
16	2741.948	114.719	13.980	120	93	140	6271.681	44.837	6271.674	44.933	236.567	6220.480	18.513	92.567	55.540	90.580	38.542	17.555	0.616	96.642	314552.857	115	0.150	-0.873	100	3671	1	6220.480	46.283	16.699	48.350	2.350	0.426	0.762
17	7283.300	121.176	21.746	106	92	172	6546.042	102.640	6544.609	102.244	648.737	6479.667	18.513	148.107	157.363	125.929	73.640	33.383	0.217	209.863	882564.541	115	0.644	-0.622	100	10300	1	6488.923	175.877	48.576	116.767	1.710	0.585	0.459
18	171.372	95	0	95	95	95	7280.368	27.770	7280.368	27.770	44.695	7275.740	18.513	9.257	18.513	20.890	10.445	90	1	20.699	16280.317	95	NaN	NaN	100	190	1	7275.740	18.513	116.565	9.257	2	0.500	1
19	7968.787	114.011	19.477	128	93	171	8515.387	103.068	8515.837	100.651	658.652	8442.080	18.513	129.593	157.363	140.764	72.079	69.212	0.231	172.184	908527.362	108	1.468	1.764	100	10603	1	8442.080	157.363	53.746	110.100	1.953	0.512	0.555
20	10110.934	114.720	18.449	136	92	152	713.234	89.821	712.206	89.677	769.732	638.710	27.770	148.107	129.593	130.301	98.799	172.445	0.214	172.184	1159929.727	112	0.520	-0.794	100	13537	1	647.967	37.027	143.746	129.515	1.319	0.758	0.602
21	12681.510	124.709	24.607	105	92	199	1534.793	179.317	1533.206	185.079	968.342	1434.783	27.770	175.877	277.700	233.068	69.279	64.804	0.170	299.092	1581504.246	118	1.106	0.767	100	18457	1	1490.323	305.470	68.199	106.030	3.364	0.297	0.503
22	17908.348	123.617	20.778	106	92	176	2541.575	154.108	2539.540	154.119	1069.507	2388.220	27.770	305.470	249.930	268.499	84.923	30.887	0.197	328.318	2213780.338	122	0.501	-0.547	100	25836	1	2434.503	277.700	49.574	131.077	3.162	0.316	0.454
23	10882.106	116.583	17.363	101	93	167	3321.430	99.163	3325.031	97.263	977.871	3165.780	27.770	333.240	166.620	270.607	51.202	26.419	0.143	372.574	1268665.106	114	0.471	-0.804	100	14806	1	3165.780	194.390	26.565	100.494	5.285	0.189	0.408
24	599.801	116	11.284	104	104	132	4935.787	41.655	4935.924	41.473	78.545	4924.547	27.770	27.770	27.770	28.570	26.730	90.000	1	33.375	69576.933	113	0.216	-1.530	100	812	1	4924.547	27.770	123.690	27.770	1.069	0.936	0.875
25	9939.562	117.164	19.595	98	92	184	7715.192	98.951	7714.251	98.639	793.668	7581.210	27.770	286.957	166.620	239.857	52.762	22.719	0.198	311.167	1164556.765	112	1.188	1.259	100	13591	1	7581.210	194.390	22.751	85.043	4.546	0.220	0.434
26	771.173	111.889	13.355	104	94	133	9128.616	40.626	9128.494	40.727	97.059	9108.560	27.770	37.027	27.770	36.277	27.067	20.301	1	41.397	86285.679	108	0.664	-0.747	100	1007	1	9108.560	46.283	26.565	27.770	1.340	0.746	0.857
27	685.487	115.625	4.373	112	112	125	1860.590	50.912	1860.595	50.902	91.636	1842.077	37.027	37.027	27.770	32.298	27.023	0	1	38.166	79259.437	114	1.311	0.645	100	925	1	1842.077	46.283	165.964	27.770	1.195	0.837	0.800
28	56895.423	128.998	32.652	96	92	228	4151.420	208.150	4159.405	217.446	3161.965	3804.490	37.027	675.737	416.550	411.076	176.224	156.588	0.072	676.307	7339423.861	119	1.207	0.790	100	85655	1	3804.490	111.080	177.647	370.037	2.333	0.429	0.367
29	856.859	110.900	6.624	112	98	120	4335.823	52.763	4335.947	52.865	110.150	4313.607	37.027	46.283	27.770	42.941	25.407	159.379	0.887	49.849	95025.638	112	-0.419	-0.466	100	1109	1	4313.607	46.283	158.199	27.770	1.690	0.592	0.833
30	514.115	106.667	11.673	92	92	117	6346.988	49.369	6347.499	48.945	78.545	6331.560	37.027	27.770	27.770	29.070	22.518	45.000	1	33.375	54838.962	111	-0.543	-1.500	100	640	1	6331.560	55.540	33.690	26.182	1.291	0.775	0.800
31	428.429	116.200	6.573	112	112	127	7446.988	50.912	7447.084	50.912	78.545	7433.103	37.027	27.770	27.770	23.356	23.356	0	0.873	29.272	49783.495	112	1.027	-0.564	100	581	1	7442.360	37.027	108.435	26.182	1	1.000	0.714
32	428.429	102.800	3.493	99	99	106	7965.362	50.912	7965.254	51.020	78.545	7951.477	37.027	27.770	27.770	23.356	23.356	0	0.873	29.272	44042.541	105	-0.365	-1.806	100	514	1	7960.733	37.027	108.435	26.182	1	1.000	0.714
33	1199.602	105.571	11.972	99	92	124	8943.262	60.830	8943.900	60.394	149.422	8914.170	37.027	55.540	46.283	69.834	21.872	36.918	0.675	72.297	126643.727	99	0.646	-1.259	100	1478	1	8914.170	83.310	39.806	29.676	3.193	0.313	0.737
