 	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	IntDen	Median	Skew	Kurt	%Area	RawIntDen	Slice	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	3084.692	172.750	13.599	185	150	193	2429.104	41.655	2430.208	42.118	275.839	2378.963	9.257	111.080	64.797	108.564	36.177	163.914	0.509	117.089	532880.474	175	-0.416	-1.072	100	6219	1	2378.963	18.513	161.565	52.736	3.001	0.333	0.643
2	2570.576	180.433	14.836	182	150	201	2823.900	52.454	2824.127	52.736	238.813	2786.257	9.257	64.797	92.567	98.952	33.076	121.763	0.566	107.950	463817.656	182	-0.522	-0.727	100	5413	1	2795.513	9.257	120.964	42.874	2.992	0.334	0.769
3	3256.063	167.553	9.611	154	150	183	3332.156	77.707	3332.039	77.939	352.139	3286.117	9.257	74.053	138.850	128.298	32.313	113.823	0.330	153.225	545561.984	169	-0.247	-1.071	100	6367	1	3286.117	9.257	115.017	51.395	3.970	0.252	0.571
4	3427.435	168.575	12.006	167	150	195	5017.808	74.053	5017.866	74.259	333.625	4989.343	9.257	55.540	129.593	132.488	32.938	74.827	0.387	137.610	577779.874	167	0.509	-0.350	100	6743	1	4989.343	138.850	70.346	47.356	4.022	0.249	0.667
5	171.372	177	0	177	177	177	7021.182	18.513	7021.182	18.513	44.695	7016.553	9.257	9.257	18.513	20.890	10.445	90	1	20.699	30332.801	177	NaN	NaN	100	354	1	7016.553	9.257	116.565	9.257	2	0.500	1
6	2827.634	173.939	15.914	154	153	209	7097.760	49.509	7098.784	49.668	288.930	7053.580	9.257	92.567	64.797	98.235	36.650	158.787	0.426	112.992	491836.938	171	0.661	-0.519	100	5740	1	7053.580	9.257	145.008	51.669	2.680	0.373	0.680
7	856.859	158.300	4.270	154	154	165	7798.742	24.067	7798.525	23.990	110.150	7775.600	9.257	46.283	27.770	52.328	20.849	160.763	0.887	53.975	135640.745	157	0.612	-1.050	100	1583	1	7775.600	9.257	149.036	26.368	2.510	0.398	0.800
8	2056.461	178.458	16.288	170	152	211	9363.504	38.184	9363.082	37.784	199.540	9330.720	9.257	74.053	55.540	81.029	32.314	147.200	0.649	85.342	366992.615	177	0.356	-0.432	100	4283	1	9330.720	9.257	139.399	42.874	2.508	0.399	0.706
9	1970.775	181.783	16.437	163	150	204	280.718	49.704	280.754	49.585	160.267	259.187	18.513	46.283	55.540	60.215	41.672	119.569	0.964	66.751	358252.655	180	-0.143	-1.184	100	4181	1	268.443	18.513	123.690	46.283	1.445	0.692	0.885
10	171.372	151	0	151	151	151	509.117	23.142	509.117	23.142	39.273	499.860	18.513	18.513	9.257	20.890	10.445	0	1	20.699	25877.135	151	NaN	NaN	100	302	1	499.860	18.513	153.435	9.257	2	0.500	1
11	856.859	168	8.511	164	153	182	946.031	34.250	945.954	34.250	110.150	925.667	18.513	46.283	27.770	48.969	22.279	156.576	0.887	53.975	143952.275	169	0.039	-0.606	100	1680	1	925.667	18.513	149.036	27.770	2.198	0.455	0.833
12	257.058	154.667	0.577	155	154	155	1584.433	26.227	1584.426	26.214	52.364	1573.633	18.513	18.513	18.513	21.889	14.953	135.000	1	26.182	39758.247	155	-0.707	-1.500	100	464	1	1573.633	18.513	135	18.513	1.464	0.683	0.857
13	856.859	165.600	8.329	158	158	182	2189.202	37.027	2189.040	37.133	97.059	2175.317	18.513	27.770	37.027	41.138	26.520	116.565	1	46.283	141895.814	163	0.962	-0.456	100	1656	1	2175.317	18.513	126.870	27.770	1.551	0.645	0.909
