 	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	Feret	IntDen	Median	Skew	Kurt	%Area	RawIntDen	Slice	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
1	370.163	158.833	8.354	150	150	173	83.310	16.662	83.252	16.729	62.836	72.202	5.554	22.216	22.216	21.710	21.710	0	1	24.838	58794.222	159	0.493	-0.847	100	1906	1	77.756	5.554	116.565	22.216	1	1.000	0.857
2	92.541	144	1.732	145	142	145	2422.470	12.034	2422.495	12.021	31.418	2415.990	5.554	11.108	11.108	13.133	8.972	45.000	1	15.709	13325.868	145	-0.707	-1.500	100	432	1	2415.990	16.662	45	11.108	1.464	0.683	0.857
3	185.081	152	7.849	160	143	160	2945.471	14.811	2945.350	14.865	47.127	2938.066	5.554	16.662	16.662	17.442	13.511	45.000	1	20.025	28132.387	157	-0.022	-1.836	100	912	1	2938.066	22.216	33.690	15.709	1.291	0.775	0.800
4	1141.336	155.838	9.847	150	139	174	3782.349	24.843	3782.479	24.916	154.396	3754.504	5.554	61.094	38.878	60.515	24.014	156.420	0.602	65.008	177863.318	156	-0.023	-0.785	100	5766	1	3754.504	11.108	160.017	32.315	2.520	0.397	0.725
5	401.010	147.154	7.679	139	138	159	3953.807	17.303	3953.703	17.172	66.090	3943.340	5.554	22.216	22.216	24.328	20.987	45.000	1	27.770	59010.150	147	0.227	-1.572	100	1913	1	3943.340	27.770	36.870	22.216	1.159	0.863	0.897
6	832.867	154.333	9.861	158	138	169	1108.229	24.582	1108.288	24.538	115.123	1083.030	11.108	49.986	22.216	50.538	20.983	0.882	0.790	51.205	128539.099	155	-0.210	-0.934	100	4167	1	1083.030	22.216	167.471	22.216	2.409	0.415	0.885
7	185.081	144.833	3.251	143	143	151	5015.262	19.439	5015.278	19.439	42.526	5009.708	11.108	11.108	16.662	18.801	12.534	90.000	1	20.025	26805.970	143	1.349	0.210	100	869	1	5009.708	11.108	123.690	11.108	1.500	0.667	1
8	92.541	142	2	140	140	144	5230.942	15.736	5230.942	15.710	31.418	5226.314	11.108	11.108	11.108	13.133	8.972	45.000	1	15.709	13140.786	142	0	-1.500	100	426	1	5226.314	22.216	45	11.108	1.464	0.683	0.857
9	2591.141	171.917	17.538	175	138	206	1298.710	48.399	1298.914	47.799	215.884	1271.866	16.662	61.094	77.756	64.474	51.170	82.487	0.699	79.521	445460.314	175	-0.154	-0.937	100	14441	1	1277.420	16.662	102.095	59.201	1.260	0.794	0.808
10	215.928	156.571	8.979	152	142	167	1763.395	24.993	1763.284	25.140	47.127	1755.064	16.662	16.662	16.662	20.950	13.123	45.000	1	23.564	33808.220	156	-0.243	-0.913	100	1096	1	1755.064	33.324	45	15.709	1.596	0.626	0.875
